company_code,dt,attn_volume,greed_count,greed_ratio
000660,2017-06-07,127,3,0.023622047244094488
000660,2017-06-08,60,1,0.016666666666666666
000660,2017-06-09,156,1,0.00641025641025641
000660,2017-06-10,131,0,0.0
005380,2017-06-07,54,0,0.0
005380,2017-06-08,21,0,0.0
005380,2017-06-09,44,1,0.022727272727272728
005380,2017-06-10,22,0,0.0
005930,2017-06-07,117,0,0.0
005930,2017-06-08,90,0,0.0
005930,2017-06-09,130,2,0.015384615384615385
005930,2017-06-10,79,1,0.012658227848101266
033100,2017-06-07,15,0,0.0
033100,2017-06-08,36,3,0.08333333333333333
033100,2017-06-09,18,0,0.0
033100,2017-06-10,2,0,0.0
080220,2017-06-07,1,0,0.0
080220,2017-06-08,2,0,0.0
105560,2017-06-07,4,0,0.0
105560,2017-06-08,5,0,0.0
105560,2017-06-09,6,0,0.0
190510,2017-06-07,1,0,0.0
190510,2017-06-08,4,0,0.0
190510,2017-06-09,5,0,0.0
000660,2017-06-11,108,1,0.009259259259259259
000660,2017-06-12,223,1,0.004484304932735426
000660,2017-06-13,233,2,0.008583690987124463
000660,2017-06-14,104,0,0.0
000660,2017-06-15,222,1,0.0045045045045045045
000660,2017-06-16,131,1,0.007633587786259542
000660,2017-06-17,34,1,0.029411764705882353
005380,2017-06-11,8,0,0.0
005380,2017-06-12,13,0,0.0
005380,2017-06-13,38,1,0.02631578947368421
005380,2017-06-14,31,0,0.0
005380,2017-06-15,54,2,0.037037037037037035
005380,2017-06-16,32,2,0.0625
005380,2017-06-17,14,1,0.07142857142857142
005930,2017-06-11,58,0,0.0
005930,2017-06-12,142,1,0.007042253521126761
005930,2017-06-13,84,1,0.011904761904761904
005930,2017-06-14,78,0,0.0
005930,2017-06-15,106,1,0.009433962264150943
005930,2017-06-16,87,0,0.0
005930,2017-06-17,70,1,0.014285714285714285
033100,2017-06-11,9,0,0.0
033100,2017-06-12,30,1,0.03333333333333333
033100,2017-06-13,17,0,0.0
033100,2017-06-14,21,0,0.0
033100,2017-06-15,29,0,0.0
033100,2017-06-16,10,0,0.0
033100,2017-06-17,5,0,0.0
080220,2017-06-11,1,0,0.0
080220,2017-06-12,5,0,0.0
080220,2017-06-13,4,0,0.0
080220,2017-06-16,1,0,0.0
105560,2017-06-12,3,0,0.0
105560,2017-06-13,2,0,0.0
105560,2017-06-14,1,0,0.0
105560,2017-06-15,9,0,0.0
105560,2017-06-17,3,0,0.0
190510,2017-06-14,1,0,0.0
190510,2017-06-15,1,0,0.0
190510,2017-06-16,1,0,0.0
000660,2017-06-18,24,0,0.0
000660,2017-06-19,168,3,0.017857142857142856
000660,2017-06-20,301,8,0.026578073089700997
000660,2017-06-21,407,4,0.009828009828009828
000660,2017-06-22,322,0,0.0
000660,2017-06-23,247,2,0.008097165991902834
000660,2017-06-24,231,1,0.004329004329004329
005380,2017-06-18,7,1,0.14285714285714285
005380,2017-06-19,27,0,0.0
005380,2017-06-20,15,0,0.0
005380,2017-06-21,42,0,0.0
005380,2017-06-22,13,0,0.0
005380,2017-06-23,11,0,0.0
005380,2017-06-24,8,0,0.0
005930,2017-06-18,31,0,0.0
005930,2017-06-19,147,1,0.006802721088435374
005930,2017-06-20,277,4,0.01444043321299639
005930,2017-06-21,156,2,0.01282051282051282
005930,2017-06-22,116,1,0.008620689655172414
005930,2017-06-23,100,2,0.02
005930,2017-06-24,65,0,0.0
033100,2017-06-18,4,0,0.0
033100,2017-06-19,8,2,0.25
033100,2017-06-20,20,0,0.0
033100,2017-06-21,11,0,0.0
033100,2017-06-22,17,0,0.0
033100,2017-06-23,12,0,0.0
033100,2017-06-24,13,0,0.0
080220,2017-06-19,1,0,0.0
080220,2017-06-20,4,0,0.0
080220,2017-06-21,1,0,0.0
080220,2017-06-23,3,0,0.0
105560,2017-06-19,2,0,0.0
105560,2017-06-20,2,0,0.0
105560,2017-06-21,1,0,0.0
105560,2017-06-22,3,0,0.0
105560,2017-06-23,2,0,0.0
105560,2017-06-24,1,0,0.0
190510,2017-06-19,3,0,0.0
190510,2017-06-20,1,0,0.0
190510,2017-06-22,5,0,0.0
190510,2017-06-23,3,0,0.0
000660,2017-06-25,243,3,0.012345679012345678
000660,2017-06-26,426,8,0.018779342723004695
000660,2017-06-27,493,10,0.02028397565922921
000660,2017-06-28,592,1,0.0016891891891891893
000660,2017-06-29,331,3,0.00906344410876133
000660,2017-06-30,271,3,0.01107011070110701
000660,2017-07-01,86,0,0.0
005380,2017-06-25,11,0,0.0
005380,2017-06-26,15,0,0.0
005380,2017-06-27,48,1,0.020833333333333332
005380,2017-06-28,18,0,0.0
005380,2017-06-29,34,0,0.0
005380,2017-06-30,51,0,0.0
005380,2017-07-01,60,0,0.0
005930,2017-06-25,68,0,0.0
005930,2017-06-26,153,1,0.006535947712418301
005930,2017-06-27,84,1,0.011904761904761904
005930,2017-06-28,82,0,0.0
005930,2017-06-29,81,2,0.024691358024691357
005930,2017-06-30,133,0,0.0
005930,2017-07-01,44,0,0.0
033100,2017-06-25,18,3,0.16666666666666666
033100,2017-06-26,21,1,0.047619047619047616
033100,2017-06-27,7,0,0.0
033100,2017-06-28,7,0,0.0
033100,2017-06-29,11,1,0.09090909090909091
033100,2017-06-30,32,3,0.09375
033100,2017-07-01,30,2,0.06666666666666667
080220,2017-06-25,1,0,0.0
080220,2017-06-27,6,0,0.0
080220,2017-06-28,2,0,0.0
080220,2017-06-29,5,1,0.2
080220,2017-06-30,4,0,0.0
080220,2017-07-01,1,0,0.0
105560,2017-06-25,1,0,0.0
105560,2017-06-26,2,0,0.0
105560,2017-06-27,2,0,0.0
105560,2017-06-28,7,1,0.14285714285714285
105560,2017-06-29,5,0,0.0
105560,2017-06-30,2,0,0.0
190510,2017-06-25,2,0,0.0
190510,2017-06-27,1,0,0.0
190510,2017-06-29,3,0,0.0
190510,2017-06-30,2,0,0.0
000660,2017-07-02,55,0,0.0
000660,2017-07-03,301,2,0.006644518272425249
000660,2017-07-04,209,1,0.004784688995215311
000660,2017-07-05,310,5,0.016129032258064516
000660,2017-07-06,241,1,0.004149377593360996
000660,2017-07-07,223,2,0.008968609865470852
000660,2017-07-08,62,0,0.0
005380,2017-07-02,66,0,0.0
005380,2017-07-03,38,0,0.0
005380,2017-07-04,84,0,0.0
005380,2017-07-05,78,0,0.0
005380,2017-07-06,44,0,0.0
005380,2017-07-07,137,1,0.0072992700729927005
005380,2017-07-08,32,0,0.0
005930,2017-07-02,67,0,0.0
005930,2017-07-03,74,1,0.013513513513513514
005930,2017-07-04,79,0,0.0
005930,2017-07-05,128,6,0.046875
005930,2017-07-06,131,2,0.015267175572519083
005930,2017-07-07,207,7,0.033816425120772944
005930,2017-07-08,74,1,0.013513513513513514
033100,2017-07-02,20,1,0.05
033100,2017-07-03,39,0,0.0
033100,2017-07-04,57,1,0.017543859649122806
033100,2017-07-05,34,0,0.0
033100,2017-07-06,45,0,0.0
033100,2017-07-07,70,1,0.014285714285714285
033100,2017-07-08,5,0,0.0
080220,2017-07-03,1,0,0.0
080220,2017-07-04,4,0,0.0
080220,2017-07-05,3,0,0.0
080220,2017-07-06,1,0,0.0
080220,2017-07-07,3,0,0.0
080220,2017-07-08,1,0,0.0
105560,2017-07-03,2,0,0.0
105560,2017-07-04,5,0,0.0
105560,2017-07-05,4,0,0.0
105560,2017-07-06,10,0,0.0
105560,2017-07-07,14,0,0.0
190510,2017-07-03,6,0,0.0
190510,2017-07-04,4,0,0.0
190510,2017-07-05,1,0,0.0
190510,2017-07-06,2,0,0.0
190510,2017-07-08,1,0,0.0
000660,2017-07-09,119,0,0.0
000660,2017-07-10,265,0,0.0
000660,2017-07-11,303,3,0.009900990099009901
000660,2017-07-12,192,2,0.010416666666666666
000660,2017-07-13,525,12,0.022857142857142857
000660,2017-07-14,240,2,0.008333333333333333
000660,2017-07-15,107,0,0.0
005380,2017-07-09,37,0,0.0
005380,2017-07-10,91,2,0.02197802197802198
005380,2017-07-11,74,0,0.0
005380,2017-07-12,43,1,0.023255813953488372
005380,2017-07-13,99,2,0.020202020202020204
005380,2017-07-14,60,2,0.03333333333333333
005380,2017-07-15,31,0,0.0
005930,2017-07-09,59,1,0.01694915254237288
005930,2017-07-10,136,1,0.007352941176470588
005930,2017-07-11,120,0,0.0
005930,2017-07-12,282,1,0.0035460992907801418
005930,2017-07-13,243,1,0.00411522633744856
005930,2017-07-14,216,3,0.013888888888888888
005930,2017-07-15,107,2,0.018691588785046728
033100,2017-07-09,3,0,0.0
033100,2017-07-10,24,0,0.0
033100,2017-07-11,17,0,0.0
033100,2017-07-12,9,1,0.1111111111111111
033100,2017-07-13,6,0,0.0
033100,2017-07-14,1,0,0.0
033100,2017-07-15,4,0,0.0
080220,2017-07-11,2,0,0.0
080220,2017-07-12,4,0,0.0
080220,2017-07-13,2,0,0.0
080220,2017-07-14,4,0,0.0
105560,2017-07-09,3,0,0.0
105560,2017-07-10,3,0,0.0
105560,2017-07-11,9,0,0.0
105560,2017-07-12,4,0,0.0
105560,2017-07-13,4,0,0.0
105560,2017-07-14,9,1,0.1111111111111111
105560,2017-07-15,1,0,0.0
190510,2017-07-10,6,0,0.0
190510,2017-07-11,2,0,0.0
190510,2017-07-12,3,0,0.0
190510,2017-07-13,9,0,0.0
190510,2017-07-14,27,0,0.0
190510,2017-07-15,1,0,0.0
000660,2017-07-16,172,2,0.011627906976744186
000660,2017-07-17,235,2,0.00851063829787234
000660,2017-07-18,237,1,0.004219409282700422
000660,2017-07-19,235,0,0.0
000660,2017-07-20,149,2,0.013422818791946308
000660,2017-07-21,164,0,0.0
000660,2017-07-22,85,0,0.0
005380,2017-07-16,14,0,0.0
005380,2017-07-17,68,0,0.0
005380,2017-07-18,101,0,0.0
005380,2017-07-19,66,0,0.0
005380,2017-07-20,99,0,0.0
005380,2017-07-21,52,0,0.0
005380,2017-07-22,6,0,0.0
005930,2017-07-16,101,0,0.0
005930,2017-07-17,126,0,0.0
005930,2017-07-18,113,1,0.008849557522123894
005930,2017-07-19,159,2,0.012578616352201259
005930,2017-07-20,141,1,0.0070921985815602835
005930,2017-07-21,111,2,0.018018018018018018
005930,2017-07-22,28,0,0.0
033100,2017-07-16,8,0,0.0
033100,2017-07-17,74,1,0.013513513513513514
033100,2017-07-18,22,0,0.0
033100,2017-07-19,25,1,0.04
033100,2017-07-20,41,1,0.024390243902439025
033100,2017-07-21,29,0,0.0
033100,2017-07-22,6,0,0.0
080220,2017-07-17,5,1,0.2
080220,2017-07-18,1,0,0.0
080220,2017-07-20,4,0,0.0
080220,2017-07-21,2,0,0.0
105560,2017-07-16,1,0,0.0
105560,2017-07-17,5,0,0.0
105560,2017-07-18,5,0,0.0
105560,2017-07-19,22,1,0.045454545454545456
105560,2017-07-20,24,0,0.0
105560,2017-07-21,21,1,0.047619047619047616
105560,2017-07-22,9,1,0.1111111111111111
190510,2017-07-16,1,0,0.0
190510,2017-07-17,3,0,0.0
190510,2017-07-18,8,0,0.0
190510,2017-07-19,1,0,0.0
190510,2017-07-21,3,0,0.0
190510,2017-07-22,3,0,0.0
000660,2017-07-23,73,0,0.0
000660,2017-07-24,352,6,0.017045454545454544
000660,2017-07-25,600,7,0.011666666666666667
000660,2017-07-26,1012,8,0.007905138339920948
000660,2017-07-27,421,4,0.009501187648456057
000660,2017-07-28,752,9,0.011968085106382979
000660,2017-07-29,154,0,0.0
005380,2017-07-23,12,0,0.0
005380,2017-07-24,72,0,0.0
005380,2017-07-25,84,2,0.023809523809523808
005380,2017-07-26,90,0,0.0
005380,2017-07-27,91,0,0.0
005380,2017-07-28,85,1,0.011764705882352941
005380,2017-07-29,12,0,0.0
005930,2017-07-23,39,0,0.0
005930,2017-07-24,82,0,0.0
005930,2017-07-25,150,0,0.0
005930,2017-07-26,182,0,0.0
005930,2017-07-27,171,1,0.005847953216374269
005930,2017-07-28,572,3,0.005244755244755245
005930,2017-07-29,97,0,0.0
033100,2017-07-23,5,0,0.0
033100,2017-07-24,17,0,0.0
033100,2017-07-25,11,0,0.0
033100,2017-07-26,8,0,0.0
033100,2017-07-27,13,1,0.07692307692307693
033100,2017-07-28,8,0,0.0
033100,2017-07-29,23,0,0.0
080220,2017-07-24,2,0,0.0
080220,2017-07-25,3,0,0.0
080220,2017-07-26,2,0,0.0
080220,2017-07-27,2,0,0.0
080220,2017-07-28,3,0,0.0
105560,2017-07-23,3,0,0.0
105560,2017-07-24,5,0,0.0
105560,2017-07-25,6,0,0.0
105560,2017-07-26,3,0,0.0
105560,2017-07-27,3,0,0.0
105560,2017-07-28,4,0,0.0
105560,2017-07-29,3,0,0.0
190510,2017-07-23,1,0,0.0
190510,2017-07-24,2,0,0.0
190510,2017-07-25,4,0,0.0
190510,2017-07-26,7,0,0.0
190510,2017-07-27,4,0,0.0
190510,2017-07-28,16,0,0.0
000660,2017-07-30,134,2,0.014925373134328358
000660,2017-07-31,321,2,0.006230529595015576
000660,2017-08-01,261,3,0.011494252873563218
000660,2017-08-02,239,2,0.008368200836820083
000660,2017-08-03,238,2,0.008403361344537815
000660,2017-08-04,359,3,0.008356545961002786
000660,2017-08-05,103,0,0.0
005380,2017-07-30,17,0,0.0
005380,2017-07-31,72,0,0.0
005380,2017-08-01,27,0,0.0
005380,2017-08-02,46,0,0.0
005380,2017-08-03,30,0,0.0
005380,2017-08-04,19,0,0.0
005380,2017-08-05,10,0,0.0
005930,2017-07-30,63,0,0.0
005930,2017-07-31,191,3,0.015706806282722512
005930,2017-08-01,156,1,0.00641025641025641
005930,2017-08-02,101,2,0.019801980198019802
005930,2017-08-03,353,0,0.0
005930,2017-08-04,120,1,0.008333333333333333
005930,2017-08-05,68,0,0.0
033100,2017-07-30,15,0,0.0
033100,2017-07-31,10,0,0.0
033100,2017-08-01,11,0,0.0
033100,2017-08-02,16,0,0.0
033100,2017-08-03,11,0,0.0
033100,2017-08-04,4,0,0.0
033100,2017-08-05,3,0,0.0
080220,2017-07-31,1,0,0.0
080220,2017-08-01,1,0,0.0
080220,2017-08-02,2,0,0.0
080220,2017-08-03,1,0,0.0
080220,2017-08-04,3,0,0.0
105560,2017-07-30,1,0,0.0
105560,2017-07-31,4,0,0.0
105560,2017-08-01,5,0,0.0
105560,2017-08-02,10,0,0.0
105560,2017-08-03,13,0,0.0
105560,2017-08-04,9,0,0.0
105560,2017-08-05,2,0,0.0
190510,2017-07-30,2,0,0.0
190510,2017-07-31,11,0,0.0
190510,2017-08-01,5,0,0.0
190510,2017-08-02,4,0,0.0
190510,2017-08-03,2,0,0.0
190510,2017-08-04,1,0,0.0
000660,2017-08-06,58,0,0.0
000660,2017-08-07,231,2,0.008658008658008658
000660,2017-08-08,402,2,0.004975124378109453
000660,2017-08-09,369,10,0.02710027100271003
000660,2017-08-10,218,4,0.01834862385321101
000660,2017-08-11,488,6,0.012295081967213115
000660,2017-08-12,110,0,0.0
005380,2017-08-06,9,0,0.0
005380,2017-08-07,39,0,0.0
005380,2017-08-08,104,0,0.0
005380,2017-08-09,46,0,0.0
005380,2017-08-10,105,1,0.009523809523809525
005380,2017-08-11,81,1,0.012345679012345678
005380,2017-08-12,22,0,0.0
005930,2017-08-06,43,1,0.023255813953488372
005930,2017-08-07,199,1,0.005025125628140704
005930,2017-08-08,131,3,0.022900763358778626
005930,2017-08-09,318,4,0.012578616352201259
005930,2017-08-10,287,0,0.0
005930,2017-08-11,564,6,0.010638297872340425
005930,2017-08-12,107,0,0.0
033100,2017-08-06,13,0,0.0
033100,2017-08-07,23,0,0.0
033100,2017-08-08,7,0,0.0
033100,2017-08-09,13,0,0.0
033100,2017-08-10,77,0,0.0
033100,2017-08-11,60,0,0.0
033100,2017-08-12,22,0,0.0
080220,2017-08-06,1,0,0.0
080220,2017-08-07,3,0,0.0
080220,2017-08-08,1,0,0.0
080220,2017-08-09,2,0,0.0
080220,2017-08-10,9,0,0.0
080220,2017-08-11,2,0,0.0
105560,2017-08-06,1,0,0.0
105560,2017-08-07,3,0,0.0
105560,2017-08-08,2,0,0.0
105560,2017-08-09,4,0,0.0
105560,2017-08-10,2,0,0.0
105560,2017-08-11,3,0,0.0
190510,2017-08-06,1,0,0.0
190510,2017-08-09,1,0,0.0
190510,2017-08-10,3,0,0.0
190510,2017-08-11,2,0,0.0
000660,2017-08-13,127,0,0.0
000660,2017-08-14,294,5,0.017006802721088437
000660,2017-08-15,85,1,0.011764705882352941
000660,2017-08-16,165,1,0.006060606060606061
000660,2017-08-17,165,1,0.006060606060606061
000660,2017-08-18,312,2,0.00641025641025641
000660,2017-08-19,39,4,0.10256410256410256
005380,2017-08-13,16,0,0.0
005380,2017-08-14,45,0,0.0
005380,2017-08-15,33,1,0.030303030303030304
005380,2017-08-16,34,0,0.0
005380,2017-08-17,120,1,0.008333333333333333
005380,2017-08-18,39,0,0.0
005380,2017-08-19,30,0,0.0
005930,2017-08-13,72,3,0.041666666666666664
005930,2017-08-14,165,1,0.006060606060606061
005930,2017-08-15,88,0,0.0
005930,2017-08-16,129,1,0.007751937984496124
005930,2017-08-17,165,2,0.012121212121212121
005930,2017-08-18,153,1,0.006535947712418301
005930,2017-08-19,72,1,0.013888888888888888
033100,2017-08-13,12,0,0.0
033100,2017-08-14,45,2,0.044444444444444446
033100,2017-08-15,33,0,0.0
033100,2017-08-16,22,0,0.0
033100,2017-08-17,16,0,0.0
033100,2017-08-18,6,0,0.0
033100,2017-08-19,4,0,0.0
080220,2017-08-13,1,0,0.0
080220,2017-08-14,4,0,0.0
080220,2017-08-15,1,0,0.0
080220,2017-08-16,3,0,0.0
080220,2017-08-17,1,0,0.0
080220,2017-08-18,1,0,0.0
080220,2017-08-19,1,0,0.0
105560,2017-08-13,2,0,0.0
105560,2017-08-14,2,0,0.0
105560,2017-08-15,1,0,0.0
105560,2017-08-16,3,0,0.0
105560,2017-08-17,3,0,0.0
105560,2017-08-18,1,0,0.0
190510,2017-08-15,2,0,0.0
190510,2017-08-17,7,0,0.0
190510,2017-08-18,12,0,0.0
190510,2017-08-19,3,0,0.0
000660,2017-08-20,166,3,0.018072289156626505
000660,2017-08-21,216,3,0.013888888888888888
000660,2017-08-22,156,5,0.03205128205128205
000660,2017-08-23,170,1,0.0058823529411764705
000660,2017-08-24,171,2,0.011695906432748537
000660,2017-08-25,112,1,0.008928571428571428
000660,2017-08-26,18,0,0.0
005380,2017-08-20,18,0,0.0
005380,2017-08-21,37,0,0.0
005380,2017-08-22,69,0,0.0
005380,2017-08-23,51,0,0.0
005380,2017-08-24,89,0,0.0
005380,2017-08-25,37,0,0.0
005380,2017-08-26,38,0,0.0
005930,2017-08-20,31,0,0.0
005930,2017-08-21,83,0,0.0
005930,2017-08-22,75,0,0.0
005930,2017-08-23,106,0,0.0
005930,2017-08-24,169,5,0.029585798816568046
005930,2017-08-25,806,13,0.016129032258064516
005930,2017-08-26,202,0,0.0
033100,2017-08-20,3,0,0.0
033100,2017-08-21,4,0,0.0
033100,2017-08-22,4,1,0.25
033100,2017-08-23,30,0,0.0
033100,2017-08-24,50,1,0.02
033100,2017-08-25,23,0,0.0
033100,2017-08-26,33,0,0.0
080220,2017-08-20,1,0,0.0
080220,2017-08-23,4,0,0.0
080220,2017-08-24,6,0,0.0
105560,2017-08-21,1,0,0.0
105560,2017-08-22,3,0,0.0
105560,2017-08-23,3,0,0.0
105560,2017-08-24,7,0,0.0
105560,2017-08-25,2,0,0.0
105560,2017-08-26,1,0,0.0
190510,2017-08-20,2,0,0.0
190510,2017-08-21,15,0,0.0
190510,2017-08-22,2,0,0.0
190510,2017-08-23,41,1,0.024390243902439025
190510,2017-08-24,8,1,0.125
190510,2017-08-25,1,0,0.0
000660,2017-08-27,93,2,0.021505376344086023
000660,2017-08-28,90,1,0.011111111111111112
000660,2017-08-29,199,3,0.01507537688442211
000660,2017-08-30,142,2,0.014084507042253521
000660,2017-08-31,123,5,0.04065040650406504
000660,2017-09-01,116,3,0.02586206896551724
000660,2017-09-02,65,0,0.0
005380,2017-08-27,24,0,0.0
005380,2017-08-28,35,0,0.0
005380,2017-08-29,109,0,0.0
005380,2017-08-30,225,0,0.0
005380,2017-08-31,131,0,0.0
005380,2017-09-01,91,1,0.01098901098901099
005380,2017-09-02,31,0,0.0
005930,2017-08-27,123,0,0.0
005930,2017-08-28,376,6,0.015957446808510637
005930,2017-08-29,336,4,0.011904761904761904
005930,2017-08-30,178,1,0.0056179775280898875
005930,2017-08-31,125,2,0.016
005930,2017-09-01,115,0,0.0
005930,2017-09-02,45,0,0.0
033100,2017-08-27,10,2,0.2
033100,2017-08-28,23,0,0.0
033100,2017-08-29,33,0,0.0
033100,2017-08-30,14,0,0.0
033100,2017-08-31,14,0,0.0
033100,2017-09-01,8,0,0.0
033100,2017-09-02,4,0,0.0
080220,2017-08-28,5,0,0.0
080220,2017-08-29,2,0,0.0
080220,2017-08-30,3,0,0.0
080220,2017-09-01,2,0,0.0
105560,2017-08-27,1,0,0.0
105560,2017-08-28,1,0,0.0
105560,2017-08-29,2,0,0.0
105560,2017-08-30,1,0,0.0
105560,2017-08-31,6,0,0.0
105560,2017-09-01,3,0,0.0
190510,2017-08-28,1,0,0.0
190510,2017-08-31,1,0,0.0
190510,2017-09-01,2,0,0.0
000660,2017-09-03,153,1,0.006535947712418301
000660,2017-09-04,170,5,0.029411764705882353
000660,2017-09-05,200,3,0.015
000660,2017-09-06,219,6,0.0273972602739726
000660,2017-09-07,241,3,0.012448132780082987
000660,2017-09-08,191,4,0.020942408376963352
000660,2017-09-09,63,0,0.0
005380,2017-09-03,44,0,0.0
005380,2017-09-04,73,0,0.0
005380,2017-09-05,125,0,0.0
005380,2017-09-06,184,1,0.005434782608695652
005380,2017-09-07,74,1,0.013513513513513514
005380,2017-09-08,184,1,0.005434782608695652
005380,2017-09-09,46,0,0.0
005930,2017-09-03,233,1,0.004291845493562232
005930,2017-09-04,269,0,0.0
005930,2017-09-05,161,3,0.018633540372670808
005930,2017-09-06,97,2,0.020618556701030927
005930,2017-09-07,163,0,0.0
005930,2017-09-08,233,2,0.008583690987124463
005930,2017-09-09,94,1,0.010638297872340425
033100,2017-09-03,57,0,0.0
033100,2017-09-04,19,0,0.0
033100,2017-09-05,24,0,0.0
033100,2017-09-06,15,0,0.0
033100,2017-09-07,11,0,0.0
033100,2017-09-08,11,0,0.0
033100,2017-09-09,4,0,0.0
080220,2017-09-05,2,0,0.0
080220,2017-09-07,2,0,0.0
080220,2017-09-08,6,0,0.0
105560,2017-09-03,1,0,0.0
105560,2017-09-04,4,0,0.0
105560,2017-09-05,39,0,0.0
105560,2017-09-06,19,0,0.0
105560,2017-09-07,10,0,0.0
105560,2017-09-08,4,0,0.0
190510,2017-09-03,1,0,0.0
190510,2017-09-06,2,0,0.0
190510,2017-09-07,1,0,0.0
190510,2017-09-08,1,0,0.0
000660,2017-09-10,56,0,0.0
000660,2017-09-11,131,3,0.022900763358778626
000660,2017-09-12,230,3,0.013043478260869565
000660,2017-09-13,299,5,0.016722408026755852
000660,2017-09-14,182,2,0.01098901098901099
000660,2017-09-15,138,3,0.021739130434782608
000660,2017-09-16,53,0,0.0
005380,2017-09-10,39,1,0.02564102564102564
005380,2017-09-11,95,2,0.021052631578947368
005380,2017-09-12,92,0,0.0
005380,2017-09-13,124,2,0.016129032258064516
005380,2017-09-14,130,1,0.007692307692307693
005380,2017-09-15,95,3,0.031578947368421054
005380,2017-09-16,19,1,0.05263157894736842
005930,2017-09-10,130,7,0.05384615384615385
005930,2017-09-11,218,13,0.05963302752293578
005930,2017-09-12,158,1,0.006329113924050633
005930,2017-09-13,156,2,0.01282051282051282
005930,2017-09-14,192,3,0.015625
005930,2017-09-15,177,2,0.011299435028248588
005930,2017-09-16,71,0,0.0
033100,2017-09-10,2,0,0.0
033100,2017-09-11,14,0,0.0
033100,2017-09-12,8,0,0.0
033100,2017-09-13,18,0,0.0
033100,2017-09-14,16,0,0.0
033100,2017-09-15,15,0,0.0
033100,2017-09-16,8,0,0.0
064850,2017-09-10,1,0,0.0
080220,2017-09-11,3,0,0.0
080220,2017-09-12,1,0,0.0
080220,2017-09-13,2,0,0.0
080220,2017-09-14,4,0,0.0
105560,2017-09-10,1,0,0.0
105560,2017-09-11,7,0,0.0
105560,2017-09-13,3,0,0.0
105560,2017-09-14,2,0,0.0
105560,2017-09-15,4,0,0.0
190510,2017-09-11,1,0,0.0
190510,2017-09-12,8,1,0.125
190510,2017-09-13,10,0,0.0
190510,2017-09-14,14,0,0.0
190510,2017-09-15,27,1,0.037037037037037035
190510,2017-09-16,5,0,0.0
000660,2017-09-17,122,1,0.00819672131147541
000660,2017-09-18,251,7,0.027888446215139442
000660,2017-09-19,155,1,0.0064516129032258064
000660,2017-09-20,450,7,0.015555555555555555
000660,2017-09-21,611,8,0.01309328968903437
000660,2017-09-22,409,10,0.02444987775061125
000660,2017-09-23,104,0,0.0
005380,2017-09-17,29,0,0.0
005380,2017-09-18,72,4,0.05555555555555555
005380,2017-09-19,71,1,0.014084507042253521
005380,2017-09-20,46,1,0.021739130434782608
005380,2017-09-21,48,0,0.0
005380,2017-09-22,39,0,0.0
005380,2017-09-23,15,0,0.0
005930,2017-09-17,79,0,0.0
005930,2017-09-18,353,3,0.0084985835694051
005930,2017-09-19,138,1,0.007246376811594203
005930,2017-09-20,154,1,0.006493506493506494
005930,2017-09-21,148,1,0.006756756756756757
005930,2017-09-22,156,1,0.00641025641025641
005930,2017-09-23,94,0,0.0
033100,2017-09-17,1,0,0.0
033100,2017-09-18,15,0,0.0
033100,2017-09-19,17,1,0.058823529411764705
033100,2017-09-20,12,1,0.08333333333333333
033100,2017-09-21,7,0,0.0
033100,2017-09-22,30,0,0.0
033100,2017-09-23,10,1,0.1
080220,2017-09-18,2,0,0.0
080220,2017-09-19,2,0,0.0
080220,2017-09-20,1,0,0.0
080220,2017-09-21,5,0,0.0
080220,2017-09-22,1,0,0.0
105560,2017-09-18,1,0,0.0
105560,2017-09-19,6,1,0.16666666666666666
105560,2017-09-20,3,0,0.0
105560,2017-09-21,6,0,0.0
105560,2017-09-22,1,0,0.0
105560,2017-09-23,1,0,0.0
190510,2017-09-17,2,0,0.0
190510,2017-09-18,12,0,0.0
190510,2017-09-19,5,0,0.0
190510,2017-09-20,9,0,0.0
190510,2017-09-21,9,0,0.0
190510,2017-09-22,9,0,0.0
000660,2017-09-24,95,3,0.031578947368421054
000660,2017-09-25,542,9,0.016605166051660517
000660,2017-09-26,886,4,0.004514672686230248
000660,2017-09-27,443,6,0.013544018058690745
000660,2017-09-28,596,11,0.018456375838926176
000660,2017-09-29,399,5,0.012531328320802004
000660,2017-09-30,74,1,0.013513513513513514
005380,2017-09-24,6,0,0.0
005380,2017-09-25,35,0,0.0
005380,2017-09-26,57,0,0.0
005380,2017-09-27,40,0,0.0
005380,2017-09-28,57,0,0.0
005380,2017-09-29,46,0,0.0
005380,2017-09-30,14,0,0.0
005930,2017-09-24,115,0,0.0
005930,2017-09-25,209,1,0.004784688995215311
005930,2017-09-26,294,3,0.01020408163265306
005930,2017-09-27,199,1,0.005025125628140704
005930,2017-09-28,237,1,0.004219409282700422
005930,2017-09-29,208,1,0.004807692307692308
005930,2017-09-30,77,0,0.0
033100,2017-09-24,3,0,0.0
033100,2017-09-25,31,0,0.0
033100,2017-09-26,24,0,0.0
033100,2017-09-27,9,0,0.0
033100,2017-09-28,13,0,0.0
033100,2017-09-29,11,0,0.0
033100,2017-09-30,4,0,0.0
080220,2017-09-24,1,0,0.0
080220,2017-09-25,4,0,0.0
105560,2017-09-24,2,0,0.0
105560,2017-09-25,8,0,0.0
105560,2017-09-26,13,0,0.0
105560,2017-09-27,3,0,0.0
105560,2017-09-28,1,0,0.0
190510,2017-09-25,23,0,0.0
190510,2017-09-26,27,0,0.0
